,state,fips,year,dvotes,rvotes,county,dvotes_pct,rvotes_pct
1263,MI,26125,2016,342976,289127,Oakland,54.26,45.74
1264,MI,26127,2016,3973,7228,Oceana,35.47,64.53
1265,MI,26129,2016,3030,6827,Ogemaw,30.74,69.26
1266,MI,26131,2016,1175,2069,Ontonag,36.22,63.78
1267,MI,26133,2016,2705,7336,Osceola,26.94,73.06
1268,MI,26135,2016,1044,2843,Oscoda,26.86,73.14
1269,MI,26137,2016,3556,8266,Otseg,30.08,69.92
1270,MI,26139,2016,46276,90456,Ottawa,33.84,66.16
1271,MI,26141,2016,2400,4486,Presque Isle,34.85,65.15
1272,MI,26143,2016,4287,8141,Roscomm,34.49,65.51
1273,MI,26145,2016,44395,45469,Saginaw,49.4,50.6
1274,MI,26147,2016,24553,49067,St. Clair,33.35,66.65
1275,MI,26149,2016,7529,14886,St. Joseph,33.59,66.41
1276,MI,26151,2016,4873,13446,Sanilac,26.6,73.4
1277,MI,26153,2016,1369,2556,Schoolcraf,34.88,65.12
1278,MI,26155,2016,12547,19232,Shiawassee,39.48,60.52
1279,MI,26157,2016,7493,17421,Tuscola,30.08,69.92
1280,MI,26159,2016,13258,17890,Van Bure,42.56,57.44
1281,MI,26161,2016,128025,50335,Washtenaw,71.78,28.22
1282,MI,26163,2016,517022,228313,Wayne,69.37,30.63
1283,MI,26165,2016,4436,10000,Wexford,30.73,69.27
1284,MN,27001,2016,3134,5516,Aitki,36.23,63.77
1285,MN,27003,2016,75499,93341,Anoka,44.72,55.28
1286,MN,27005,2016,5208,10880,Becker,32.37,67.63
1287,MN,27007,2016,8688,10783,Beltrami,44.62,55.38
1288,MN,27009,2016,5640,12872,Be,30.47,69.53
1289,MN,27011,2016,921,1607,Big Stone,36.43,63.57
1290,MN,27013,2016,14428,15667,Blue Earth,47.94,52.06
1291,MN,27015,2016,3763,8708,Brow,30.17,69.83
1292,MN,27017,2016,8460,8160,arl,50.9,49.1
1293,MN,27019,2016,21508,29057,arver,42.54,57.46
1294,MN,27021,2016,4949,9982,ass,33.15,66.85
1295,MN,27023,2016,1978,3764,hippewa,34.45,65.55
1296,MN,27025,2016,9279,18441,hisag,33.47,66.53
1297,MN,27027,2016,12974,13549,la,48.92,51.08
1298,MN,27029,2016,1100,2925,learwater,27.33,72.67
1299,MN,27031,2016,1912,1156,k,62.32,37.68
1300,MN,27033,2016,1678,3679,wood,31.32,68.68
1301,MN,27035,2016,10982,22287,row Wing,33.01,66.99
1302,MN,27037,2016,110251,99624,Dakota,52.53,47.47
1303,MN,27039,2016,3102,6527,Dodge,32.22,67.78
1304,MN,27041,2016,6227,13966,Douglas,30.84,69.16
1305,MN,27043,2016,2153,4659,Faribaul,31.61,68.39
1306,MN,27045,2016,3872,6271,Fillmore,38.17,61.83
1307,MN,27047,2016,6041,8808,Freebor,40.68,59.32
1308,MN,27049,2016,9446,14041,Goodhue,40.22,59.78
1309,MN,27051,2016,1104,2063,Gra,34.86,65.14
1310,MN,27053,2016,429283,191768,Hennepi,69.12,30.88
1311,MN,27055,2016,4145,5616,Hous,42.46,57.54
1312,MN,27057,2016,3432,7269,Hubbard,32.07,67.93
1313,MN,27059,2016,5656,13635,Isanti,29.32,70.68
1314,MN,27061,2016,9015,12920,Itasca,41.1,58.9
1315,MN,27063,2016,1492,3609,Jacks,29.25,70.75
1316,MN,27065,2016,2327,5230,Kanabec,30.79,69.21
1317,MN,27067,2016,7266,12785,Kandiyohi,36.24,63.76
1318,MN,27069,2016,823,1349,Kitts,37.89,62.11
1319,MN,27071,2016,2306,3569,Koochiching,39.25,60.75
1320,MN,27073,2016,1301,2294,Lac qui Parle,36.19,63.81
1321,MN,27075,2016,3077,2932,Lake,51.21,48.79
1322,MN,27077,2016,553,1540,Lake of the Woods,26.42,73.58
1323,MN,27079,2016,4623,9182,Le Sueur,33.49,66.51
1324,MN,27081,2016,860,1930,Lincol,30.82,69.18
1325,MN,27083,2016,3825,7256,L,34.52,65.48
1326,MN,27085,2016,4978,12155,McLeod,29.06,70.94
1327,MN,27087,2016,930,991,Mahnome,48.41,51.59
1328,MN,27089,2016,1225,3208,Marshall,27.63,72.37
1329,MN,27091,2016,2733,7062,Marti,27.9,72.1
1330,MN,27093,2016,3192,8103,Meeker,28.26,71.74
1331,MN,27095,2016,3709,8340,Mille Lacs,30.78,69.22
1332,MN,27097,2016,3637,12925,Morris,21.96,78.04
1333,MN,27099,2016,7444,8826,Mower,45.75,54.25
1334,MN,27101,2016,1295,2974,Murra,30.33,69.67
1335,MN,27103,2016,7886,8436,Nicolle,48.32,51.68
1336,MN,27105,2016,2733,5299,Nobles,34.03,65.97
1337,MN,27107,2016,1264,1699,Norma,42.66,57.34
1338,MN,27109,2016,36266,35668,Olmsted,50.42,49.58
1339,MN,27111,2016,9339,20939,Otter Tail,30.84,69.16
1340,MN,27113,2016,2146,4000,Penning,34.92,65.08
1341,MN,27115,2016,4580,8191,Pine,35.86,64.14
1342,MN,27117,2016,1127,3338,Pipestone,25.24,74.76
1343,MN,27119,2016,4712,8979,Polk,34.42,65.58
1344,MN,27121,2016,2106,3793,Pope,35.7,64.3
1345,MN,27123,2016,176929,70778,Ramse,71.43,28.57
1346,MN,27125,2016,540,1141,Red Lake,32.12,67.88
1347,MN,27127,2016,1887,5137,Redwood,26.87,73.13
1348,MN,27129,2016,2117,4890,Renville,30.21,69.79
1349,MN,27131,2016,14437,15429,Rice,48.34,51.66
1350,MN,27133,2016,1373,3091,Rock,30.76,69.24
1351,MN,27135,2016,1856,5451,Rosea,25.4,74.6
1352,MN,27137,2016,57769,44631,St. Louis,56.42,43.58
1353,MN,27139,2016,28502,39948,Sc,41.64,58.36
1354,MN,27141,2016,13299,31049,Sherburne,29.99,70.01
1355,MN,27143,2016,1954,5193,Sible,27.34,72.66
1356,MN,27145,2016,25575,47618,Stearns,34.94,65.06
1357,MN,27147,2016,6239,11198,Steele,35.78,64.22
1358,MN,27149,2016,2116,2800,Stevens,43.04,56.96
1359,MN,27151,2016,1679,2962,Swif,36.18,63.82
1360,MN,27153,2016,2783,8485,Todd,24.7,75.3
1361,MN,27155,2016,631,1050,Traverse,37.54,62.46
1362,MN,27157,2016,3866,6989,Wabasha,35.61,64.39
1363,MN,27159,2016,1684,4837,Wadena,25.82,74.18
1364,MN,27161,2016,2838,5967,Waseca,32.23,67.77
1365,MN,27163,2016,67086,64429,Washing,51.01,48.99
1366,MN,27165,2016,1814,2768,Watonwa,39.59,60.41
1367,MN,27167,2016,893,2129,Wilki,29.55,70.45
1368,MN,27169,2016,11366,12122,Winona,48.39,51.61
1369,MN,27171,2016,20336,43274,Wrigh,31.97,68.03
1370,MN,27173,2016,1524,3382,Yellow Medicine,31.06,68.94
1371,MS,28001,2016,6921,5125,Adams,57.45,42.55
1372,MS,28003,2016,2684,11817,Alcor,18.51,81.49
1373,MS,28005,2016,2688,4282,Amite,38.57,61.43
1374,MS,28007,2016,2847,4288,Attala,39.9,60.1
1375,MS,28009,2016,1713,2240,Be,43.33,56.67
1376,MS,28011,2016,8410,4251,Bolivar,66.42,33.58
1377,MS,28013,2016,1884,4360,alh,30.17,69.83
1378,MS,28015,2016,1648,3774,arroll,30.39,69.61
1379,MS,28017,2016,3649,4127,hickasaw,46.93,53.07
1380,MS,28019,2016,1198,2763,hoctaw,30.24,69.76
1381,MS,28021,2016,2523,414,laiborne,85.9,14.1
1382,MS,28023,2016,2556,5088,larke,33.44,66.56
1383,MS,28025,2016,5695,4136,la,57.93,42.07
1384,MS,28027,2016,6378,2426,ahoma,72.44,27.56
1385,MS,28029,2016,6203,5576,piah,52.66,47.34
1386,MS,28031,2016,3267,5423,ving,37.59,62.41
1387,MS,28033,2016,19892,42155,DeS,32.06,67.94
1388,MS,28035,2016,11271,15149,Forres,42.66,57.34
1389,MS,28037,2016,1471,2685,Frankli,35.39,64.61
1390,MS,28039,2016,1013,8652,George,10.48,89.52
1391,MS,28041,2016,956,4309,Greene,18.16,81.84
1392,MS,28043,2016,4386,5940,Grenada,42.48,57.52
1393,MS,28045,2016,3320,13720,Hancock,19.48,80.52
1394,MS,28047,2016,20679,39710,Harris,34.24,65.76
1395,MS,28049,2016,64922,24919,Hinds,72.26,27.74
1396,MS,28051,2016,5820,1151,Holmes,83.49,16.51
1397,MS,28053,2016,2652,924,Humphreys,74.16,25.84
1398,MS,28055,2016,395,298,Issaquena,57.0,43.0
1399,MS,28057,2016,1100,8385,Itawamba,11.6,88.4
1400,MS,28059,2016,13087,31204,Jacks,29.55,70.45
1401,MS,28061,2016,4367,4032,Jasper,51.99,48.01
1402,MS,28063,2016,3337,489,Jeffers,87.22,12.78
1403,MS,28065,2016,3720,2466,Jefferson Davis,60.14,39.86
1404,MS,28067,2016,7748,20076,Jones,27.85,72.15
1405,MS,28069,2016,2827,1778,Kemper,61.39,38.61
1406,MS,28071,2016,7968,10872,Lafayette,42.29,57.71
1407,MS,28073,2016,5044,18493,Lamar,21.43,78.57
1408,MS,28075,2016,10910,17574,Lauderdale,38.3,61.7
1409,MS,28077,2016,2181,4072,Lawrence,34.88,65.12
1410,MS,28079,2016,3579,4775,Leake,42.84,57.16
1411,MS,28081,2016,9635,21695,Lee,30.75,69.25
1412,MS,28083,2016,6677,2757,Leflore,70.78,29.22
1413,MS,28085,2016,4458,10550,Lincol,29.7,70.3
1414,MS,28087,2016,11545,13124,Lowndes,46.8,53.2
1415,MS,28089,2016,18358,25607,Madis,41.76,58.24
1416,MS,28091,2016,3572,7697,Mari,31.7,68.3
1417,MS,28093,2016,7944,6525,Marshall,54.9,45.1
1418,MS,28095,2016,5485,10107,Monroe,35.18,64.82
1419,MS,28097,2016,1775,2334,Montgomer,43.2,56.8
1420,MS,28099,2016,2668,7613,Neshoba,25.95,74.05
1421,MS,28101,2016,2549,5929,New,30.07,69.93
1422,MS,28103,2016,4330,1181,Noxubee,78.57,21.43
1423,MS,28105,2016,7851,7671,Oktibbeha,50.58,49.42
1424,MS,28107,2016,7300,7371,Panola,49.76,50.24
1425,MS,28109,2016,2919,15530,Pearl River,15.82,84.18
1426,MS,28111,2016,1220,4135,Perr,22.78,77.22
1427,MS,28113,2016,7636,7748,Pike,49.64,50.36
1428,MS,28115,2016,2123,9442,Pontotoc,18.36,81.64
1429,MS,28117,2016,2067,7647,Prentiss,21.28,78.72
1430,MS,28119,2016,2303,998,Quitma,69.77,30.23
1431,MS,28121,2016,13741,46168,Ranki,22.94,77.06
1432,MS,28123,2016,3999,5742,Sc,41.05,58.95
1433,MS,28125,2016,1290,619,Sharke,67.57,32.43
1434,MS,28127,2016,3871,7393,Simps,34.37,65.63
1435,MS,28129,2016,1598,5877,Smith,21.38,78.62
1436,MS,28131,2016,1400,4810,Stone,22.54,77.46
1437,MS,28133,2016,6560,2768,Sunflower,70.33,29.67
1438,MS,28135,2016,3337,2462,Tallahatchie,57.54,42.46
1439,MS,28137,2016,3804,7385,Tate,34.0,66.0
1440,MS,28139,2016,1808,7182,Tippah,20.11,79.89
1441,MS,28141,2016,990,7117,Tishoming,12.21,87.79
1442,MS,28143,2016,2577,840,Tunica,75.42,24.58
1443,MS,28145,2016,1969,9161,Uni,17.69,82.31
1444,MS,28147,2016,2475,3374,Walthall,42.31,57.69
1445,MS,28149,2016,8518,9420,Warre,47.49,52.51
1446,MS,28151,2016,9847,4541,Washing,68.44,31.56
1447,MS,28153,2016,3493,5957,Wayne,36.96,63.04
1448,MS,28155,2016,1001,3949,Webster,20.22,79.78
1449,MS,28157,2016,2826,1305,Wilkins,68.41,31.59
1450,MS,28159,2016,3778,4874,Wins,43.67,56.33
1451,MS,28161,2016,2574,3366,Yalobusha,43.33,56.67
1452,MS,28163,2016,5221,4568,Yaz,53.34,46.66
1453,MO,29001,2016,3495,6019,Adair,36.74,63.26
1454,MO,29003,2016,2045,6665,Andrew,23.48,76.52
1455,MO,29005,2016,541,2059,Atchis,20.81,79.19
1456,MO,29007,2016,2567,6981,Audrai,26.89,73.11
1457,MO,29009,2016,2710,11427,Barr,19.17,80.83
1458,MO,29011,2016,795,4958,Bar,13.82,86.18
1459,MO,29013,2016,1617,6000,Bates,21.23,78.77
1460,MO,29015,2016,2024,7212,Be,21.91,78.09
1461,MO,29017,2016,705,4827,Bollinger,12.74,87.26
1462,MO,29019,2016,41072,36146,Boone,53.19,46.81
1463,MO,29021,2016,12010,21315,Buchana,36.04,63.96
1464,MO,29023,2016,3036,13647,Butler,18.2,81.8
1465,MO,29025,2016,837,3231,aldwell,20.58,79.42
1466,MO,29027,2016,4988,13052,allawa,27.65,72.35
1467,MO,29029,2016,4706,16721,amde,21.96,78.04
1468,MO,29031,2016,8468,26939,ape Girardea,23.92,76.08
1469,MO,29033,2016,745,3480,arroll,17.63,82.37
1470,MO,29035,2016,436,2323,arter,15.8,84.2
1471,MO,29037,2016,14816,33006,ass,30.98,69.02
1472,MO,29039,2016,1010,5019,edar,16.75,83.25
1473,MO,29041,2016,888,2948,hari,23.15,76.85
1474,MO,29043,2016,8505,30941,hristia,21.56,78.44
1475,MO,29045,2016,724,2458,lark,22.75,77.25
1476,MO,29047,2016,45182,57328,la,44.08,55.92
1477,MO,29049,2016,2572,7058,li,26.71,73.29
1478,MO,29051,2016,10907,24610,le,30.71,69.29
1479,MO,29053,2016,1932,5623,per,25.57,74.43
1480,MO,29055,2016,1824,7724,rawford,19.1,80.9
1481,MO,29057,2016,637,3184,Dade,16.67,83.33
1482,MO,29059,2016,1271,5895,Dallas,17.74,82.26
1483,MO,29061,2016,730,2763,Daviess,20.9,79.1
1484,MO,29063,2016,824,3540,DeKalb,18.88,81.12
1485,MO,29065,2016,978,5599,De,14.87,85.13
1486,MO,29067,2016,984,5486,Douglas,15.21,84.79
1487,MO,29069,2016,2360,8026,Dunkli,22.72,77.28
1488,MO,29071,2016,12339,35420,Frankli,25.84,74.16
1489,MO,29073,2016,1519,5670,Gasconade,21.13,78.87
1490,MO,29075,2016,605,2304,Gentr,20.8,79.2
1491,MO,29077,2016,42400,77387,Greene,35.4,64.6
1492,MO,29079,2016,780,3462,Grund,18.39,81.61
1493,MO,29081,2016,574,2965,Harris,16.22,83.78
1494,MO,29083,2016,2356,7072,Henr,24.99,75.01
1495,MO,29085,2016,1016,3539,Hickor,22.31,77.69
1496,MO,29087,2016,346,1926,Hol,15.23,84.77
1497,MO,29089,2016,1279,3277,Howard,28.07,71.93
1498,MO,29091,2016,2880,13888,Howell,17.18,82.82
1499,MO,29093,2016,933,3173,Ir,22.72,77.28
1500,MO,29095,2016,163723,114777,Jacks,58.79,41.21
1501,MO,29097,2016,10565,35058,Jasper,23.16,76.84
1502,MO,29099,2016,31546,68973,Jeffers,31.38,68.62
1503,MO,29101,2016,5924,13702,Johns,30.18,69.82
1504,MO,29103,2016,379,1413,Knox,21.15,78.85
1505,MO,29105,2016,2543,12834,Laclede,16.54,83.46
1506,MO,29107,2016,4047,10977,Lafayette,26.94,73.06
1507,MO,29109,2016,2898,13084,Lawrence,18.13,81.87
1508,MO,29111,2016,933,3343,Lewis,21.82,78.18
1509,MO,29113,2016,5561,18111,Lincol,23.49,76.51
1510,MO,29115,2016,1239,4084,Li,23.28,76.72
1511,MO,29117,2016,1265,4879,Livings,20.59,79.41
1512,MO,29119,2016,1329,6599,McDonald,16.76,83.24
1513,MO,29121,2016,1518,5794,Mac,20.76,79.24
1514,MO,29123,2016,1005,4102,Madis,19.68,80.32
1515,MO,29125,2016,794,3559,Maries,18.24,81.76
1516,MO,29127,2016,2993,9418,Mari,24.12,75.88
1517,MO,29129,2016,216,1486,Mercer,12.69,87.31
1518,MO,29131,2016,1750,9285,Miller,15.86,84.14
1519,MO,29133,2016,1458,3600,Mississippi,28.83,71.17
1520,MO,29135,2016,1237,5344,Monitea,18.8,81.2
1521,MO,29137,2016,853,3159,Monroe,21.26,78.74
1522,MO,29139,2016,1118,4124,Montgomer,21.33,78.67
1523,MO,29141,2016,1768,6757,Morga,20.74,79.26
1524,MO,29143,2016,1933,5270,New Madrid,26.84,73.16
1525,MO,29145,2016,4988,20546,New,19.53,80.47
1526,MO,29147,2016,2529,6379,Nodawa,28.39,71.61
1527,MO,29149,2016,865,3668,Oreg,19.08,80.92
1528,MO,29151,2016,998,5845,Osage,14.58,85.42
1529,MO,29153,2016,724,3639,Ozark,16.59,83.41
1530,MO,29155,2016,1946,3964,Pemisc,32.93,67.07
1531,MO,29157,2016,1520,6907,Perr,18.04,81.96
1532,MO,29159,2016,4322,12792,Pettis,25.25,74.75
1533,MO,29161,2016,4761,12699,Phelps,27.27,72.73
1534,MO,29163,2016,1806,5274,Pike,25.51,74.49
1535,MO,29165,2016,18915,24975,Platte,43.1,56.9
1536,MO,29167,2016,2630,10435,Polk,20.13,79.87
1537,MO,29169,2016,2918,9870,Pulaski,22.82,77.18
1538,MO,29171,2016,352,1936,Putnam,15.38,84.62
1539,MO,29173,2016,1138,3969,Ralls,22.28,77.72
1540,MO,29175,2016,2283,7529,Randolph,23.27,76.73
1541,MO,29177,2016,3088,7103,Ra,30.3,69.7
1542,MO,29179,2016,540,2402,Reynolds,18.35,81.65
1543,MO,29181,2016,830,4520,Riple,15.51,84.49
1544,MO,29183,2016,68225,120899,St. Charles,36.07,63.93
1545,MO,29185,2016,936,3501,St. Clair,21.1,78.9
1546,MO,29186,2016,2540,5495,Ste. Genevieve,31.61,68.39
1547,MO,29187,2016,6250,17467,St. Francois,26.35,73.65
1548,MO,29189,2016,280866,199081,St. Louis,58.52,41.48
1549,MO,29195,2016,2787,5977,Saline,31.8,68.2
1550,MO,29197,2016,354,1505,Schuyler,19.04,80.96
1551,MO,29199,2016,365,1525,Scotland,19.31,80.69
1552,MO,29201,2016,3574,13168,Sc,21.35,78.65
1553,MO,29203,2016,776,2966,Sha,20.74,79.26
1554,MO,29205,2016,606,2524,Shelb,19.36,80.64
1555,MO,29207,2016,1873,11077,Stoddard,14.46,85.54
1556,MO,29209,2016,2886,13149,Stone,18.0,82.0
1557,MO,29211,2016,526,1884,Sulliva,21.83,78.17
1558,MO,29213,2016,4367,18240,Tane,19.32,80.68
1559,MO,29215,2016,1728,8875,Texas,16.3,83.7
1560,MO,29217,2016,1706,6526,Ver,20.72,79.28
1561,MO,29219,2016,3915,11109,Warre,26.06,73.94
1562,MO,29221,2016,1926,7047,Washing,21.46,78.54
1563,MO,29223,2016,946,4640,Wayne,16.94,83.06
1564,MO,29225,2016,3173,12829,Webster,19.83,80.17
1565,MO,29227,2016,195,808,Worth,19.44,80.56
1566,MO,29229,2016,1166,6703,Wrigh,14.82,85.18
1567,MO,29510,2016,101487,20281,St. Louis ci,83.34,16.66
1568,MT,30001,2016,1115,3243,Beaverhead,25.59,74.41
1569,MT,30003,2016,2061,1833,Big Hor,52.93,47.07
1570,MT,30005,2016,1187,1259,Blaine,48.53,51.47
1571,MT,30007,2016,566,2329,Broadwater,19.55,80.45
1572,MT,30009,2016,1824,3729,arb,32.85,67.15
1573,MT,30011,2016,70,677,arter,9.37,90.63
1574,MT,30013,2016,12053,19343,ascade,38.39,61.61
1575,MT,30015,2016,729,1676,houtea,30.31,69.69
1576,MT,30017,2016,1172,3638,ster,24.37,75.63
1577,MT,30019,2016,167,729,Daniels,18.64,81.36
1578,MT,30021,2016,786,3298,Daws,19.25,80.75
1579,MT,30023,2016,2018,1736,Deer Lodge,53.76,46.24
1580,MT,30025,2016,154,1276,Fall,10.77,89.23
1581,MT,30027,2016,1196,4235,Fergus,22.02,77.98
1582,MT,30029,2016,13233,30079,Flathead,30.55,69.45
1583,MT,30031,2016,23879,23360,Gallati,50.55,49.45
1584,MT,30033,2016,34,653,Garfield,4.95,95.05
1585,MT,30035,2016,3076,1598,Glacier,65.81,34.19
1586,MT,30037,2016,71,365,Golden Valle,16.28,83.72
1587,MT,30039,2016,469,1185,Granite,28.36,71.64
1588,MT,30041,2016,2350,3446,Hill,40.55,59.45
1589,MT,30043,2016,1975,4099,Jeffers,32.52,67.48
1590,MT,30045,2016,232,867,Judith Basi,21.11,78.89
1591,MT,30047,2016,4703,7453,Lake,38.69,61.31
1592,MT,30049,2016,14331,16665,Lewis and Clark,46.23,53.77
1593,MT,30051,2016,205,695,Liber,22.78,77.22
1594,MT,30053,2016,2040,6720,Lincol,23.29,76.71
1595,MT,30055,2016,154,858,McCone,15.22,84.78
1596,MT,30057,2016,1175,3280,Madis,26.37,73.63
1597,MT,30059,2016,191,728,Meagher,20.78,79.22
1598,MT,30061,2016,515,1322,Mineral,28.03,71.97
1599,MT,30063,2016,30740,21699,Missoula,58.62,41.38
1600,MT,30065,2016,331,1961,Musselshell,14.44,85.56
1601,MT,30067,2016,3521,4872,Park,41.95,58.05
1602,MT,30069,2016,30,276,Petroleum,9.8,90.2
1603,MT,30071,2016,315,1715,Phillips,15.52,84.48
1604,MT,30073,2016,737,1786,Pondera,29.21,70.79
1605,MT,30075,2016,127,880,Powder River,12.61,87.39
1606,MT,30077,2016,549,2017,Powell,21.4,78.6
1607,MT,30079,2016,100,555,Prairie,15.27,84.73
1608,MT,30081,2016,6166,14673,Ravalli,29.59,70.41
1609,MT,30083,2016,669,3885,Richland,14.69,85.31
1610,MT,30085,2016,1504,1722,Roosevel,46.62,53.38
1611,MT,30087,2016,969,2211,Rosebud,30.47,69.53
1612,MT,30089,2016,1211,4268,Sanders,22.1,77.9
1613,MT,30091,2016,476,1237,Sherida,27.79,72.21
1614,MT,30093,2016,8545,6252,Silver Bow,57.75,42.25
1615,MT,30095,2016,904,3630,Stillwater,19.94,80.06
1616,MT,30097,2016,398,1580,Sweet Grass,20.12,79.88
1617,MT,30099,2016,803,2152,Te,27.17,72.83
1618,MT,30101,2016,399,1495,Toole,21.07,78.93
1619,MT,30103,2016,59,350,Treasure,14.43,85.57
1620,MT,30105,2016,886,2697,Valle,24.73,75.27
1621,MT,30107,2016,179,698,Wheatland,20.41,79.59
1622,MT,30109,2016,55,460,Wibaux,10.68,89.32
1623,MT,30111,2016,21117,38675,Yellowstone,35.32,64.68
1624,NE,31001,2016,3272,9205,Adams,26.22,73.78
1625,NE,31003,2016,381,2717,Antelope,12.3,87.7
1626,NE,31005,2016,16,237,Arthur,6.32,93.68
1627,NE,31007,2016,18,355,Banner,4.83,95.17
1628,NE,31009,2016,30,273,Blaine,9.9,90.1
1629,NE,31011,2016,414,2299,Boone,15.26,84.74
1630,NE,31013,2016,953,3550,Box Butte,21.16,78.84
1631,NE,31015,2016,128,978,Boyd,11.57,88.43
1632,NE,31017,2016,153,1380,Brow,9.98,90.02
1633,NE,31019,2016,4690,14424,Buffal,24.54,75.46
1634,NE,31021,2016,928,2360,Bur,28.22,71.78
1635,NE,31023,2016,690,3068,Butler,18.36,81.64
1636,NE,31025,2016,3461,8388,ass,29.21,70.79
1637,NE,31027,2016,572,3533,edar,13.93,86.07
1638,NE,31029,2016,171,1621,hase,9.54,90.46
1639,NE,31031,2016,317,2623,herr,10.78,89.22
1640,NE,31033,2016,702,3610,heyenne,16.28,83.72
1641,NE,31035,2016,470,2373,la,16.53,83.47
1642,NE,31037,2016,857,2171,lfax,28.3,71.7
1643,NE,31039,2016,712,3095,ming,18.7,81.3
1644,NE,31041,2016,635,4616,ster,12.09,87.91
1645,NE,31043,2016,2904,4028,Dakota,41.89,58.11
1646,NE,31045,2016,785,2559,Dawes,23.47,76.53
1647,NE,31047,2016,2116,5935,Daws,26.28,73.72
1648,NE,31049,2016,120,809,Deuel,12.92,87.08
1649,NE,31051,2016,556,2041,Dix,21.41,78.59
1650,NE,31053,2016,4451,9736,Dodge,31.37,68.63
1651,NE,31055,2016,105207,102151,Douglas,50.74,49.26
1652,NE,31057,2016,89,823,Dund,9.76,90.24
1653,NE,31059,2016,610,2100,Fillmore,22.51,77.49
1654,NE,31061,2016,250,1345,Frankli,15.67,84.33
1655,NE,31063,2016,161,1106,Frontier,12.71,87.29
1656,NE,31065,2016,304,1915,Furnas,13.7,86.3
1657,NE,31067,2016,2930,6333,Gage,31.63,68.37
1658,NE,31069,2016,153,869,Garde,14.97,85.03
1659,NE,31071,2016,121,819,Garfield,12.87,87.13
1660,NE,31073,2016,165,792,Gosper,17.24,82.76
1661,NE,31075,2016,20,367,Gra,5.17,94.83
1662,NE,31077,2016,210,911,Greele,18.73,81.27
1663,NE,31079,2016,6142,14139,Hall,30.28,69.72
1664,NE,31081,2016,873,3763,Hamil,18.83,81.17
1665,NE,31083,2016,219,1302,Harla,14.4,85.6
1666,NE,31085,2016,30,471,Hayes,5.99,94.01
1667,NE,31087,2016,158,1216,Hitchcock,11.5,88.5
1668,NE,31089,2016,522,4275,Hol,10.88,89.12
1669,NE,31091,2016,40,355,Hooker,10.13,89.87
1670,NE,31093,2016,544,2284,Howard,19.24,80.76
1671,NE,31095,2016,831,2387,Jeffers,25.82,74.18
1672,NE,31097,2016,560,1348,Johns,29.35,70.65
1673,NE,31099,2016,550,2519,Kearne,17.92,82.08
1674,NE,31101,2016,560,3203,Keith,14.88,85.12
1675,NE,31103,2016,39,458,Keya Paha,7.85,92.15
1676,NE,31105,2016,227,1317,Kimball,14.7,85.3
1677,NE,31107,2016,715,3181,Knox,18.35,81.65
1678,NE,31109,2016,60533,60456,Lancaster,50.03,49.97
1679,NE,31111,2016,2878,11992,Lincol,19.35,80.65
1680,NE,31113,2016,32,400,Loga,7.41,92.59
1681,NE,31115,2016,48,323,Loup,12.94,87.06
1682,NE,31117,2016,14,257,McPhers,5.17,94.83
1683,NE,31119,2016,2663,10518,Madis,20.2,79.8
1684,NE,31121,2016,601,2914,Merrick,17.1,82.9
1685,NE,31123,2016,282,1788,Morrill,13.62,86.38
1686,NE,31125,2016,280,1257,Nance,18.22,81.78
1687,NE,31127,2016,765,2068,Nemaha,27.0,73.0
1688,NE,31129,2016,348,1709,Nuckolls,16.92,83.08
1689,NE,31131,2016,2017,4833,Otoe,29.45,70.55
1690,NE,31133,2016,279,970,Pawnee,22.34,77.66
1691,NE,31135,2016,160,1202,Perkins,11.75,88.25
1692,NE,31137,2016,571,3832,Phelps,12.97,87.03
1693,NE,31139,2016,382,3052,Pierce,11.12,88.88
1694,NE,31141,2016,2612,10864,Platte,19.38,80.62
1695,NE,31143,2016,411,2019,Polk,16.91,83.09
1696,NE,31145,2016,638,4212,Red Willow,13.15,86.85
1697,NE,31147,2016,798,2684,Richards,22.92,77.08
1698,NE,31149,2016,70,687,Rock,9.25,90.75
1699,NE,31151,2016,1630,2849,Saline,36.39,63.61
1700,NE,31153,2016,27704,44649,Sarp,38.29,61.71
1701,NE,31155,2016,2509,7486,Saunders,25.1,74.9
1702,NE,31157,2016,3151,9952,Scotts Bluff,24.05,75.95
1703,NE,31159,2016,1881,5451,Seward,25.65,74.35
1704,NE,31161,2016,286,2192,Sherida,11.54,88.46
1705,NE,31163,2016,338,1143,Sherma,22.82,77.18
1706,NE,31165,2016,77,602,Sioux,11.34,88.66
1707,NE,31167,2016,417,2173,Sta,16.1,83.9
1708,NE,31169,2016,490,1993,Thayer,19.73,80.27
1709,NE,31171,2016,30,344,Thomas,8.02,91.98
1710,NE,31173,2016,911,1013,Thurs,47.35,52.65
1711,NE,31175,2016,337,1770,Valle,15.99,84.01
1712,NE,31177,2016,2606,7374,Washing,26.11,73.89
1713,NE,31179,2016,828,2675,Wayne,23.64,76.36
1714,NE,31181,2016,306,1320,Webster,18.82,81.18
1715,NE,31183,2016,62,377,Wheeler,14.12,85.88
1716,NE,31185,2016,1181,4686,York,20.13,79.87
1717,NV,32001,2016,2210,7828,hurchill,22.02,77.98
1718,NV,32003,2016,401068,319571,lark,55.65,44.35
1719,NV,32005,2016,8453,17406,Douglas,32.69,67.31
1720,NV,32007,2016,3400,13542,Elk,20.07,79.93
1721,NV,32009,2016,65,329,Esmeralda,16.5,83.5
