,state,fips,year,dvotes,rvotes,county,dvotes_pct,rvotes_pct
1722,NV,32011,2016,74,723,Eureka,9.28,90.72
1723,NV,32013,2016,1386,4521,Humbold,23.46,76.54
1724,NV,32015,2016,403,1828,Lander,18.06,81.94
1725,NV,32017,2016,285,1671,Lincol,14.57,85.43
1726,NV,32019,2016,6146,16005,L,27.75,72.25
1727,NV,32021,2016,637,1179,Mineral,35.08,64.92
1728,NV,32023,2016,5095,13320,Nye,27.67,72.33
1729,NV,32027,2016,430,1403,Pershing,23.46,76.54
1730,NV,32029,2016,752,1616,Store,31.76,68.24
1731,NV,32031,2016,97032,94529,Washoe,50.65,49.35
1732,NV,32033,2016,707,2723,White Pine,20.61,79.39
1733,NV,32510,2016,9610,13125,arson Ci,42.27,57.73
1734,NH,33001,2016,13517,19315,Belknap,41.17,58.83
1735,NH,33003,2016,12987,14635,arroll,47.02,52.98
1736,NH,33005,2016,22064,16876,heshire,56.66,43.34
1737,NH,33007,2016,6558,7951,s,45.2,54.8
1738,NH,33009,2016,28508,19010,Graf,59.99,40.01
1739,NH,33011,2016,99348,99873,Hillsborough,49.87,50.13
1740,NH,33013,2016,40056,37631,Merrimack,51.56,48.44
1741,NH,33015,2016,79994,90447,Rockingham,46.93,53.07
1742,NH,33017,2016,34884,29064,Strafford,54.55,45.45
1743,NH,33019,2016,10210,10796,Sulliva,48.61,51.39
1744,NJ,34001,2016,54472,47882,Atlantic,53.22,46.78
1745,NJ,34003,2016,209251,163220,Berge,56.18,43.82
1746,NJ,34005,2016,108361,79539,Burling,57.67,42.33
1747,NJ,34007,2016,142375,71020,amde,66.72,33.28
1748,NJ,34009,2016,18626,28237,ape Ma,39.75,60.25
1749,NJ,34011,2016,27045,24213,mberland,52.76,47.24
1750,NJ,34013,2016,231031,62059,Essex,78.83,21.17
1751,NJ,34015,2016,66355,66949,Gloucester,49.78,50.22
1752,NJ,34017,2016,149980,45615,Huds,76.68,23.32
1753,NJ,34019,2016,28797,38565,Hunterd,42.75,57.25
1754,NJ,34021,2016,93721,42604,Mercer,68.75,31.25
1755,NJ,34023,2016,164887,108981,Middlesex,60.21,39.79
1756,NJ,34025,2016,135825,165305,Monmouth,45.11,54.89
1757,NJ,34027,2016,114437,125376,Morris,47.72,52.28
1758,NJ,34029,2016,81845,170103,Ocea,32.48,67.52
1759,NJ,34031,2016,112608,71488,Passaic,61.17,38.83
1760,NJ,34033,2016,11766,16256,Salem,41.99,58.01
1761,NJ,34035,2016,83839,64640,Somerse,56.47,43.53
1762,NJ,34037,2016,24132,46486,Sussex,34.17,65.83
1763,NJ,34039,2016,145412,67582,Uni,68.27,31.73
1764,NJ,34041,2016,16991,29393,Warre,36.63,63.37
1765,NM,35001,2016,141960,93874,Bernalill,60.19,39.81
1766,NM,35003,2016,426,1453,atr,22.67,77.33
1767,NM,35005,2016,5530,12869,haves,30.06,69.94
1768,NM,35006,2016,3721,3179,ibola,53.93,46.07
1769,NM,35007,2016,2118,2569,lfax,45.19,54.81
1770,NM,35009,2016,2776,7560,rr,26.86,73.14
1771,NM,35011,2016,192,617,De Baca,23.73,76.27
1772,NM,35013,2016,37543,25095,Doña Ana,59.94,40.06
1773,NM,35015,2016,5008,13124,Edd,27.62,72.38
1774,NM,35017,2016,6226,5251,Gra,54.25,45.75
1775,NM,35019,2016,962,591,Guadalupe,61.94,38.06
1776,NM,35021,2016,156,311,Harding,33.4,66.6
1777,NM,35023,2016,780,906,Hidalg,46.26,53.74
1778,NM,35025,2016,3877,12306,Lea,23.96,76.04
1779,NM,35027,2016,2329,5889,Lincol,28.34,71.66
1780,NM,35028,2016,5443,3329,Los Alamos,62.05,37.95
1781,NM,35029,2016,3195,3478,Luna,47.88,52.12
1782,NM,35031,2016,13162,4893,McKinle,72.9,27.1
1783,NM,35033,2016,1533,662,Mora,69.84,30.16
1784,NM,35035,2016,6033,11756,Oter,33.91,66.09
1785,NM,35037,2016,1016,2208,Qua,31.51,68.49
1786,NM,35039,2016,9534,3583,Rio Arriba,72.68,27.32
1787,NM,35041,2016,1445,3865,Roosevel,27.21,72.79
1788,NM,35043,2016,27405,25748,Sandoval,51.56,48.44
1789,NM,35045,2016,12826,27879,San Jua,31.51,68.49
1790,NM,35047,2016,7249,2302,San Miguel,75.9,24.1
1791,NM,35049,2016,49956,14198,Santa Fe,77.87,22.13
1792,NM,35051,2016,1600,2998,Sierra,34.8,65.2
1793,NM,35053,2016,3275,2592,Socorr,55.82,44.18
1794,NM,35055,2016,10550,2706,Taos,79.59,20.41
1795,NM,35057,2016,1770,3695,Torrance,32.39,67.61
1796,NM,35059,2016,318,1214,Uni,20.76,79.24
1797,NM,35061,2016,10810,13175,Valencia,45.07,54.93
1798,NY,36001,2016,74775,44227,Alba,62.84,37.16
1799,NY,36003,2016,4473,11712,Allega,27.64,72.36
1800,NY,36005,2016,318403,34424,Bronx,90.24,9.76
1801,NY,36007,2016,35212,38077,Broome,48.05,51.95
1802,NY,36009,2016,8717,18668,attaraugus,31.83,68.17
1803,NY,36011,2016,12202,16194,ayuga,42.97,57.03
1804,NY,36013,2016,17281,29418,hautauqua,37.01,62.99
1805,NY,36015,2016,12394,19025,hemung,39.45,60.55
1806,NY,36017,2016,5943,11024,henang,35.03,64.97
1807,NY,36019,2016,13446,13181,li,50.5,49.5
1808,NY,36021,2016,13123,12756,lumbia,50.71,49.29
1809,NY,36023,2016,7976,9207,rtland,46.42,53.58
1810,NY,36025,2016,5825,11012,Delaware,34.6,65.4
1811,NY,36027,2016,56874,58163,Dutchess,49.44,50.56
1812,NY,36029,2016,192065,173817,Erie,52.49,47.51
1813,NY,36031,2016,6760,7275,Essex,48.17,51.83
1814,NY,36033,2016,6517,7636,Frankli,46.05,53.95
1815,NY,36035,2016,5805,12759,Ful,31.27,68.73
1816,NY,36037,2016,6946,15986,Genesee,30.29,69.71
1817,NY,36039,2016,6370,11546,Greene,35.55,64.45
1818,NY,36041,2016,752,1795,Hamil,29.52,70.48
1819,NY,36043,2016,7289,15664,Herkimer,31.76,68.24
1820,NY,36045,2016,12289,19947,Jeffers,38.12,61.88
1821,NY,36047,2016,595086,133653,Kings,81.66,18.34
1822,NY,36049,2016,2828,6916,Lewis,29.02,70.98
1823,NY,36051,2016,10478,19211,Livings,35.29,64.71
1824,NY,36053,2016,10548,14901,Madis,41.45,58.55
1825,NY,36055,2016,174063,128871,Monroe,57.46,42.54
1826,NY,36057,2016,5961,10579,Montgomer,36.04,63.96
1827,NY,36059,2016,307326,275479,Nassa,52.73,47.27
1828,NY,36061,2016,515481,58935,New York,89.74,10.26
1829,NY,36063,2016,32888,49223,Niagara,40.05,59.95
1830,NY,36065,2016,30749,48490,Oneida,38.81,61.19
1831,NY,36067,2016,102915,78277,Onondaga,56.8,43.2
1832,NY,36069,2016,20233,24343,Ontari,45.39,54.61
1833,NY,36071,2016,63037,72129,Orange,46.64,53.36
1834,NY,36073,2016,4327,11582,Orleans,27.2,72.8
1835,NY,36075,2016,15614,25870,Osweg,37.64,62.36
1836,NY,36077,2016,9285,12284,Otseg,43.05,56.95
1837,NY,36079,2016,17363,25241,Putnam,40.75,59.25
1838,NY,36081,2016,473389,138550,Queens,77.36,22.64
1839,NY,36083,2016,30039,31933,Rensselaer,48.47,51.53
1840,NY,36085,2016,67561,95612,Richmond,41.4,58.6
1841,NY,36087,2016,63454,57148,Rockland,52.61,47.39
1842,NY,36089,2016,14659,18450,St. Lawrence,44.27,55.73
1843,NY,36091,2016,46546,51088,Saratoga,47.67,52.33
1844,NY,36093,2016,30870,27268,Schenectad,53.1,46.9
1845,NY,36095,2016,3777,8173,Schoharie,31.61,68.39
1846,NY,36097,2016,2761,5179,Schuyler,34.77,65.23
1847,NY,36099,2016,5175,6719,Seneca,43.51,56.49
1848,NY,36101,2016,11215,25091,Steube,30.89,69.11
1849,NY,36103,2016,276953,328403,Suffolk,45.75,54.25
1850,NY,36105,2016,10983,14626,Sulliva,42.89,57.11
1851,NY,36107,2016,6852,12528,Tioga,35.36,64.64
1852,NY,36109,2016,25555,9647,Tompkins,72.6,27.4
1853,NY,36111,2016,40010,32962,Ulster,54.83,45.17
1854,NY,36113,2016,11366,14284,Warre,44.31,55.69
1855,NY,36115,2016,8238,12770,Washing,39.21,60.79
1856,NY,36117,2016,12378,21935,Wayne,36.07,63.93
1857,NY,36119,2016,245670,121643,Westchester,66.88,33.12
1858,NY,36121,2016,3585,11884,Wyoming,23.18,76.82
1859,NY,36123,2016,3219,5180,Yates,38.33,61.67
1860,NC,37001,2016,29268,38235,Alamance,43.36,56.64
1861,NC,37003,2016,3750,13826,Alexander,21.34,78.66
1862,NC,37005,2016,1300,3789,Allegha,25.55,74.45
1863,NC,37007,2016,5785,4480,Ans,56.36,43.64
1864,NC,37009,2016,3476,9353,Ashe,27.09,72.91
1865,NC,37011,2016,1670,6226,Aver,21.15,78.85
1866,NC,37013,2016,8699,14478,Beaufor,37.53,62.47
1867,NC,37015,2016,5837,3476,Bertie,62.68,37.32
1868,NC,37017,2016,7021,8511,Blade,45.2,54.8
1869,NC,37019,2016,23117,42440,Brunswick,35.26,64.74
1870,NC,37021,2016,74937,55339,Buncombe,57.52,42.48
1871,NC,37023,2016,10930,25741,Burke,29.81,70.19
1872,NC,37025,2016,35048,53224,abarrus,39.7,60.3
1873,NC,37027,2016,8403,26499,aldwell,24.08,75.92
1874,NC,37029,2016,1266,3527,amde,26.41,73.59
1875,NC,37031,2016,9806,26228,artere,27.21,72.79
1876,NC,37033,2016,4549,5758,aswell,44.14,55.86
1877,NC,37035,2016,21050,48062,atawba,30.46,69.54
1878,NC,37037,2016,20953,17012,hatham,55.19,44.81
1879,NC,37039,2016,2809,10711,herokee,20.78,79.22
1880,NC,37041,2016,2965,3983,howa,42.67,57.33
1881,NC,37043,2016,1352,4395,la,23.53,76.47
1882,NC,37045,2016,14896,28394,leveland,34.41,65.59
1883,NC,37047,2016,8991,14177,lumbus,38.81,61.19
1884,NC,37049,2016,17481,27556,rave,38.81,61.19
1885,NC,37051,2016,70523,50593,mberland,58.23,41.77
1886,NC,37053,2016,2879,9070,rrituck,24.09,75.91
1887,NC,37055,2016,7079,11283,Dare,38.55,61.45
1888,NC,37057,2016,17328,52870,Davids,24.68,75.32
1889,NC,37059,2016,5228,15502,Davie,25.22,74.78
1890,NC,37061,2016,8196,12151,Dupli,40.28,59.72
1891,NC,37063,2016,118783,27879,Durham,80.99,19.01
1892,NC,37065,2016,16152,8219,Edgecombe,66.28,33.72
1893,NC,37067,2016,92488,74793,Forsyth,55.29,44.71
1894,NC,37069,2016,12811,16320,Frankli,43.98,56.02
1895,NC,37071,2016,30982,61467,Gas,33.51,66.49
1896,NC,37073,2016,2371,2851,Gates,45.4,54.6
1897,NC,37075,2016,761,3260,Graham,18.93,81.07
1898,NC,37077,2016,12827,13500,Granville,48.72,51.28
1899,NC,37079,2016,3570,4358,Greene,45.03,54.97
1900,NC,37081,2016,147949,97461,Guilford,60.29,39.71
1901,NC,37083,2016,15642,8954,Halifax,63.6,36.4
1902,NC,37085,2016,16452,27278,Harne,37.62,62.38
1903,NC,37087,2016,10414,18844,Haywood,35.59,64.41
1904,NC,37089,2016,19664,35535,Henders,35.62,64.38
1905,NC,37091,2016,6886,3081,Hertford,69.09,30.91
1906,NC,37093,2016,9608,7676,Hoke,55.59,44.41
1907,NC,37095,2016,956,1275,Hyde,42.85,57.15
1908,NC,37097,2016,24441,54164,Iredell,31.09,68.91
1909,NC,37099,2016,7564,9706,Jacks,43.8,56.2
1910,NC,37101,2016,28153,54082,Johns,34.23,65.77
1911,NC,37103,2016,2041,2941,Jones,40.97,59.03
1912,NC,37105,2016,10380,13625,Lee,43.24,56.76
1913,NC,37107,2016,11752,13354,Lenoir,46.81,53.19
1914,NC,37109,2016,9836,28653,Lincol,25.56,74.44
1915,NC,37111,2016,4645,14517,McDowell,24.24,75.76
1916,NC,37113,2016,4841,12035,Mac,28.69,71.31
1917,NC,37115,2016,3899,6735,Madis,36.67,63.33
1918,NC,37117,2016,5814,5874,Marti,49.74,50.26
1919,NC,37119,2016,292258,154303,Mecklenburg,65.45,34.55
1920,NC,37121,2016,1585,6225,Mitchell,20.29,79.71
1921,NC,37123,2016,4108,7070,Montgomer,36.75,63.25
1922,NC,37125,2016,16148,30273,Moore,34.79,65.21
1923,NC,37127,2016,23024,23142,Nash,49.87,50.13
1924,NC,37129,2016,50219,54665,New Hanover,47.88,52.12
1925,NC,37131,2016,6113,3556,Northamp,63.22,36.78
1926,NC,37133,2016,17156,36342,Onslow,32.07,67.93
1927,NC,37135,2016,59105,18373,Orange,76.29,23.71
1928,NC,37137,2016,2427,4225,Pamlic,36.49,63.51
1929,NC,37139,2016,8455,8082,Pasquotank,51.13,48.87
1930,NC,37141,2016,9086,17317,Pender,34.41,65.59
1931,NC,37143,2016,2291,4143,Perquimans,35.61,64.39
1932,NC,37145,2016,7772,11116,Pers,41.15,58.85
1933,NC,37147,2016,40967,35191,Pi,53.79,46.21
1934,NC,37149,2016,3715,6738,Polk,35.54,64.46
1935,NC,37151,2016,13074,49156,Randolph,21.01,78.99
1936,NC,37153,2016,8290,10199,Richmond,44.84,55.16
1937,NC,37155,2016,18377,20294,Robes,47.52,52.48
1938,NC,37157,2016,14057,26463,Rockingham,34.69,65.31
1939,NC,37159,2016,19208,42388,Rowa,31.18,68.82
1940,NC,37161,2016,7451,21694,Rutherford,25.57,74.43
1941,NC,37163,2016,10486,14761,Samps,41.53,58.47
1942,NC,37165,2016,7279,6212,Scotland,53.95,46.05
1943,NC,37167,2016,7008,21788,Stanl,24.34,75.66
1944,NC,37169,2016,4645,16976,Stokes,21.48,78.52
1945,NC,37171,2016,7438,23495,Surr,24.05,75.95
1946,NC,37173,2016,2186,3557,Swai,38.06,61.94
1947,NC,37175,2016,6520,10441,Transylvania,38.44,61.56
1948,NC,37177,2016,705,968,Tyrrell,42.14,57.86
1949,NC,37179,2016,34051,66265,Uni,33.94,66.06
1950,NC,37181,2016,12168,7304,Vance,62.49,37.51
1951,NC,37183,2016,298353,193607,Wake,60.65,39.35
1952,NC,37185,2016,6668,3302,Warre,66.88,33.12
1953,NC,37187,2016,3490,2560,Washing,57.69,42.31
1954,NC,37189,2016,13953,13521,Watauga,50.79,49.21
1955,NC,37191,2016,21520,27360,Wayne,44.03,55.97
1956,NC,37193,2016,6596,23613,Wilkes,21.83,78.17
1957,NC,37195,2016,19527,17410,Wils,52.87,47.13
1958,NC,37197,2016,3140,13815,Yadki,18.52,81.48
1959,NC,37199,2016,3181,6367,Yance,33.32,66.68
1960,ND,38001,2016,216,904,Adams,19.29,80.71
1961,ND,38003,2016,1597,3156,Barnes,33.6,66.4
1962,ND,38005,2016,842,927,Bens,47.6,52.4
1963,ND,38007,2016,58,492,Billings,10.55,89.45
1964,ND,38009,2016,734,2482,Bottinea,22.82,77.18
1965,ND,38011,2016,227,1445,Bowma,13.58,86.42
1966,ND,38013,2016,118,879,Burke,11.84,88.16
1967,ND,38015,2016,10865,32499,Burleigh,25.06,74.94
1968,ND,38017,2016,31291,39738,ass,44.05,55.95
1969,ND,38019,2016,476,1356,avalier,25.98,74.02
1970,ND,38021,2016,551,1656,Dicke,24.97,75.03
1971,ND,38023,2016,243,860,Divide,22.03,77.97
1972,ND,38025,2016,356,1753,D,16.88,83.12
1973,ND,38027,2016,354,790,Edd,30.94,69.06
1974,ND,38029,2016,215,1672,Emmons,11.39,88.61
1975,ND,38031,2016,346,1237,Foster,21.86,78.14
1976,ND,38033,2016,99,793,Golden Valle,11.1,88.9
1977,ND,38035,2016,10828,16325,Grand Forks,39.88,60.12
1978,ND,38037,2016,187,1098,Gra,14.55,85.45
1979,ND,38039,2016,298,847,Griggs,26.03,73.97
1980,ND,38041,2016,168,1032,Hettinger,14.0,86.0
1981,ND,38043,2016,179,1106,Kidder,13.93,86.07
1982,ND,38045,2016,500,1475,LaMoure,25.32,74.68
1983,ND,38047,2016,112,867,Loga,11.44,88.56
1984,ND,38049,2016,474,1991,McHenr,19.23,80.77
1985,ND,38051,2016,233,1095,McIntosh,17.55,82.45
1986,ND,38053,2016,696,3661,McKenzie,15.97,84.03
1987,ND,38055,2016,1070,3827,McLea,21.85,78.15
1988,ND,38057,2016,616,3715,Mercer,14.22,85.78
1989,ND,38059,2016,3077,11319,Mor,21.37,78.63
1990,ND,38061,2016,1211,2551,Mountrail,32.19,67.81
1991,ND,38063,2016,536,1025,Nels,34.34,65.66
1992,ND,38065,2016,119,827,Oliver,12.58,87.42
1993,ND,38067,2016,681,2204,Pembina,23.6,76.4
1994,ND,38069,2016,431,1433,Pierce,23.12,76.88
1995,ND,38071,2016,1505,3216,Ramse,31.88,68.12
1996,ND,38073,2016,836,1209,Ransom,40.88,59.12
1997,ND,38075,2016,200,978,Renville,16.98,83.02
1998,ND,38077,2016,2064,4759,Richland,30.25,69.75
1999,ND,38079,2016,2097,1210,Rolette,63.41,36.59
2000,ND,38081,2016,693,1088,Sarge,38.91,61.09
2001,ND,38083,2016,94,644,Sherida,12.74,87.26
2002,ND,38085,2016,758,256,Sioux,74.75,25.25
2003,ND,38087,2016,42,361,Slope,10.42,89.58
2004,ND,38089,2016,1745,9718,Stark,15.22,84.78
2005,ND,38091,2016,361,537,Steele,40.2,59.8
2006,ND,38093,2016,2484,6706,Stutsma,27.03,72.97
2007,ND,38095,2016,305,733,Towner,29.38,70.62
2008,ND,38097,2016,1239,2263,Traill,35.38,64.62
2009,ND,38099,2016,1166,2991,Walsh,28.05,71.95
2010,ND,38101,2016,5792,18601,Ward,23.74,76.26
2011,ND,38103,2016,419,1793,Wells,18.94,81.06
2012,ND,38105,2016,1722,10033,Williams,14.65,85.35
2013,OH,39001,2016,2293,8445,Adams,21.35,78.65
2014,OH,39003,2016,12815,29858,Alle,30.03,69.97
2015,OH,39005,2016,5659,17169,Ashland,24.79,75.21
2016,OH,39007,2016,15191,22755,Ashtabula,40.03,59.97
2017,OH,39009,2016,15552,10816,Athens,58.98,41.02
2018,OH,39011,2016,3825,18130,Auglaize,17.42,82.58
2019,OH,39013,2016,8652,20729,Belm,29.45,70.55
2020,OH,39015,2016,4270,14257,Brow,23.05,76.95
2021,OH,39017,2016,56700,104441,Butler,35.19,64.81
2022,OH,39019,2016,3124,9067,arroll,25.63,74.37
2023,OH,39021,2016,4488,12314,hampaig,26.71,73.29
2024,OH,39023,2016,22666,34311,lark,39.78,60.22
2025,OH,39025,2016,26096,65960,lerm,28.35,71.65
2026,OH,39027,2016,3943,13466,li,22.65,77.35
2027,OH,39029,2016,12273,31086,lumbiana,28.31,71.69
2028,OH,39031,2016,3908,10381,shoc,27.35,72.65
2029,OH,39033,2016,4518,13265,rawford,25.41,74.59
2030,OH,39035,2016,383974,179894,ahoga,68.1,31.9
2031,OH,39037,2016,4395,19698,Darke,18.24,81.76
2032,OH,39039,2016,5282,11478,Defiance,31.52,68.48
2033,OH,39041,2016,39584,55660,Delaware,41.56,58.44
2034,OH,39043,2016,15692,19301,Erie,44.84,55.16
2035,OH,39045,2016,24150,43163,Fairfield,35.88,64.12
2036,OH,39047,2016,2672,7763,Fayette,25.61,74.39
2037,OH,39049,2016,335961,192328,Frankli,63.59,36.41
2038,OH,39051,2016,5981,13419,Ful,30.83,69.17
2039,OH,39053,2016,2564,9567,Gallia,21.14,78.86
2040,OH,39055,2016,17165,29577,Geauga,36.72,63.28
2041,OH,39057,2016,28023,47506,Greene,37.1,62.9
2042,OH,39059,2016,4286,11164,Guernse,27.74,72.26
2043,OH,39061,2016,207587,169972,Hamil,54.98,45.02
2044,OH,39063,2016,9419,23777,Hancock,28.37,71.63
2045,OH,39065,2016,2870,8541,Hardi,25.15,74.85
2046,OH,39067,2016,1663,5021,Harris,24.88,75.12
2047,OH,39069,2016,3690,9136,Henr,28.77,71.23
2048,OH,39071,2016,3436,13005,Highland,20.9,79.1
2049,OH,39073,2016,3713,8282,Hocking,30.95,69.05
2050,OH,39075,2016,1766,8578,Holmes,17.07,82.93
2051,OH,39077,2016,7080,15930,Hur,30.77,69.23
2052,OH,39079,2016,3142,9618,Jacks,24.62,75.38
2053,OH,39081,2016,9483,20668,Jeffers,31.45,68.55
2054,OH,39083,2016,7959,18563,Knox,30.01,69.99
2055,OH,39085,2016,45056,62627,Lake,41.84,58.16
2056,OH,39087,2016,6849,18240,Lawrence,27.3,72.7
2057,OH,39089,2016,26360,49346,Licking,34.82,65.18
2058,OH,39091,2016,4537,15586,Loga,22.55,77.45
2059,OH,39093,2016,64958,65346,Lorai,49.85,50.15
2060,OH,39095,2016,107363,74102,Lucas,59.16,40.84
2061,OH,39097,2016,4662,11319,Madis,29.17,70.83
2062,OH,39099,2016,56188,52808,Mahoning,51.55,48.45
2063,OH,39101,2016,7748,16563,Mari,31.87,68.13
2064,OH,39103,2016,31582,53811,Medina,36.98,63.02
2065,OH,39105,2016,2157,6869,Meigs,23.9,76.1
2066,OH,39107,2016,3335,17200,Mercer,16.24,83.76
2067,OH,39109,2016,12832,36311,Miami,26.11,73.89
2068,OH,39111,2016,1647,4781,Monroe,25.62,74.38
2069,OH,39113,2016,117661,120766,Montgomer,49.35,50.65
2070,OH,39115,2016,1711,4315,Morga,28.39,71.61
2071,OH,39117,2016,3711,11722,Morrow,24.05,75.95
2072,OH,39119,2016,10926,23588,Muskingum,31.66,68.34
2073,OH,39121,2016,1201,4441,Noble,21.29,78.71
2074,OH,39123,2016,8136,12389,Ottawa,39.64,60.36
2075,OH,39125,2016,2068,6359,Paulding,24.54,75.46
2076,OH,39127,2016,4072,9978,Perr,28.98,71.02
2077,OH,39129,2016,6325,16482,Pickawa,27.73,72.27
2078,OH,39131,2016,3443,7669,Pike,30.98,69.02
2079,OH,39133,2016,31463,38978,Portage,44.67,55.33
2080,OH,39135,2016,4323,15376,Preble,21.95,78.05
2081,OH,39137,2016,2874,14704,Putnam,16.35,83.65
2082,OH,39139,2016,15629,35805,Richland,30.39,69.61
2083,OH,39141,2016,9905,17833,Ross,35.71,64.29
2084,OH,39143,2016,9733,16045,Sandusk,37.76,62.24
2085,OH,39145,2016,8841,19742,Sci,30.93,69.07
2086,OH,39147,2016,7237,14559,Seneca,33.2,66.8
2087,OH,39149,2016,4143,18148,Shelb,18.59,81.41
2088,OH,39151,2016,66581,96345,Stark,40.87,59.13
2089,OH,39153,2016,129922,109531,Summi,54.26,45.74
2090,OH,39155,2016,42130,48152,Trumbull,46.66,53.34
2091,OH,39157,2016,11895,26105,Tuscarawas,31.3,68.7
2092,OH,39159,2016,7530,17601,Uni,29.96,70.04
2093,OH,39161,2016,2667,10328,Van Wer,20.52,79.48
2094,OH,39163,2016,1332,3799,Vi,25.96,74.04
2095,OH,39165,2016,33036,75947,Warre,30.31,69.69
2096,OH,39167,2016,7841,19901,Washing,28.26,71.74
2097,OH,39169,2016,14670,31622,Wayne,31.69,68.31
2098,OH,39171,2016,4287,11706,Williams,26.81,73.19
2099,OH,39173,2016,26440,31734,Wood,45.45,54.55
2100,OH,39175,2016,2484,7346,Wyand,25.27,74.73
2101,OK,40001,2016,1374,4753,Adair,22.43,77.57
2102,OK,40003,2016,216,1931,Alfalfa,10.06,89.94
2103,OK,40005,2016,795,4068,Atoka,16.35,83.65
2104,OK,40007,2016,176,1987,Beaver,8.14,91.86
2105,OK,40009,2016,958,6287,Beckham,13.22,86.78
2106,OK,40011,2016,711,2884,Blaine,19.78,80.22
2107,OK,40013,2016,2793,10449,Brya,21.09,78.91
2108,OK,40015,2016,2418,6473,add,27.2,72.8
2109,OK,40017,2016,11666,39969,anadia,22.59,77.41
2110,OK,40019,2016,4002,13751,arter,22.54,77.46
2111,OK,40021,2016,5455,9992,herokee,35.31,64.69
2112,OK,40023,2016,1064,4202,hoctaw,20.21,79.79
2113,OK,40025,2016,70,962,imarr,6.78,93.22
2114,OK,40027,2016,38790,62469,leveland,38.31,61.69
2115,OK,40029,2016,411,1892,al,17.85,82.15
2116,OK,40031,2016,11439,19153,manche,37.39,62.61
2117,OK,40033,2016,424,2054,,17.11,82.89
2118,OK,40035,2016,1249,4279,raig,22.59,77.41
2119,OK,40037,2016,5834,21539,reek,21.31,78.69
2120,OK,40039,2016,2102,7818,ster,21.19,78.81
2121,OK,40041,2016,3306,11796,Delaware,21.89,78.11
2122,OK,40043,2016,222,1964,Dewe,10.16,89.84
2123,OK,40045,2016,155,1610,Ellis,8.78,91.22
2124,OK,40047,2016,4391,15998,Garfield,21.54,78.46
2125,OK,40049,2016,1852,8243,Garvi,18.35,81.65
2126,OK,40051,2016,3878,17293,Grad,18.32,81.68
2127,OK,40053,2016,287,1827,Gra,13.58,86.42
2128,OK,40055,2016,323,1482,Greer,17.89,82.11
2129,OK,40057,2016,224,714,Harm,23.88,76.12
2130,OK,40059,2016,131,1307,Harper,9.11,90.89
2131,OK,40061,2016,882,3697,Haskell,19.26,80.74
2132,OK,40063,2016,961,3387,Hughes,22.1,77.9
2133,OK,40065,2016,1473,5969,Jacks,19.79,80.21
2134,OK,40067,2016,365,1905,Jeffers,16.08,83.92
2135,OK,40069,2016,782,3081,Johns,20.24,79.76
2136,OK,40071,2016,3734,12168,Ka,23.48,76.52
2137,OK,40073,2016,783,5151,Kingfisher,13.2,86.8
2138,OK,40075,2016,766,2593,Kiowa,22.8,77.2
2139,OK,40077,2016,797,3094,Latimer,20.48,79.52
2140,OK,40079,2016,3245,13346,Le Flore,19.56,80.44
2141,OK,40081,2016,2423,10838,Lincol,18.27,81.73
2142,OK,40083,2016,4239,13613,Loga,23.75,76.25
2143,OK,40085,2016,735,2920,Love,20.11,79.89
2144,OK,40087,2016,2893,13151,McClai,18.03,81.97
2145,OK,40089,2016,1799,8642,McCurtai,17.23,82.77
2146,OK,40091,2016,2122,5501,McIntosh,27.84,72.16
2147,OK,40093,2016,310,2940,Major,9.54,90.46
2148,OK,40095,2016,1095,4202,Marshall,20.67,79.33
2149,OK,40097,2016,3423,11550,Mayes,22.86,77.14
2150,OK,40099,2016,1086,4173,Murra,20.65,79.35
2151,OK,40101,2016,7969,15029,Muskogee,34.65,65.35
2152,OK,40103,2016,901,3707,Noble,19.55,80.45
2153,OK,40105,2016,742,3321,Nowata,18.26,81.74
2154,OK,40107,2016,943,2791,Okfuskee,25.25,74.75
2155,OK,40109,2016,112661,141429,Oklahoma,44.34,55.66
2156,OK,40111,2016,4379,8926,Okmulgee,32.91,67.09
2157,OK,40113,2016,5593,12559,Osage,30.81,69.19
2158,OK,40115,2016,2584,7627,Ottawa,25.31,74.69
2159,OK,40117,2016,1341,4716,Pawnee,22.14,77.86
2160,OK,40119,2016,8785,16644,Payne,34.55,65.45
2161,OK,40121,2016,3704,12740,Pittsburg,22.52,77.48
2162,OK,40123,2016,3633,10420,Pontotoc,25.85,74.15
2163,OK,40125,2016,6005,17826,Pottawatomie,25.2,74.8
2164,OK,40127,2016,748,3581,Pushmataha,17.28,82.72
2165,OK,40129,2016,151,1546,Roger Mills,8.9,91.1
2166,OK,40131,2016,7895,30893,Rogers,20.35,79.65
2167,OK,40133,2016,2067,5612,Seminole,26.92,73.08
2168,OK,40135,2016,3061,10888,Sequoyah,21.94,78.06
2169,OK,40137,2016,3084,14166,Stephens,17.88,82.12
2170,OK,40139,2016,855,4615,Texas,15.63,84.37
2171,OK,40141,2016,657,1944,Tillma,25.26,74.74
2172,OK,40143,2016,87663,143985,Tulsa,37.84,62.16
2173,OK,40145,2016,6711,22967,Wagoner,22.61,77.39
2174,OK,40147,2016,5047,15810,Washing,24.2,75.8
2175,OK,40149,2016,588,3851,Washita,13.25,86.75
2176,OK,40151,2016,521,2945,Woods,15.03,84.97
2177,OK,40153,2016,871,6329,Woodward,12.1,87.9
2178,OR,41001,2016,1781,6160,Baker,22.43,77.57
